600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.058776; m;Duration; .063780457;s;Optimizer Runtime; 13.717;s;Number of Nodes/Edges; 793;7085;
