600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.058320; m;Duration; -.401384432;s;Optimizer Runtime; 13.3698;s;Number of Nodes/Edges; 793;7085;
