600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.059700; m;Duration; .189435341;s;Optimizer Runtime; 20.1348;s;Number of Nodes/Edges; 793;7085;
