600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.058706; m;Duration; -.351069318;s;Optimizer Runtime; 3.77413;s;Number of Nodes/Edges; 793;7085;
