600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.061923; m;Duration; .253908854;s;Optimizer Runtime; 4.79571;s;Number of Nodes/Edges; 793;6997;
