600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.061271; m;Duration; .246412407;s;Optimizer Runtime; 20.7847;s;Number of Nodes/Edges; 793;6997;
