600 Features ; ;"600 Features ATE MAX"; ; ;"600 Features Duration"; ; ;"600 Features Optimization Time"; ; ;Nodes;Edges;
FR1 xyz; absolute translational error.max; 0.062523; m;Duration; .308253040;s;Optimizer Runtime; 21.9238;s;Number of Nodes/Edges; 793;6997;
